code, name
7388,NETWORKING RESEARCH (NR)
7389,PROGRAMMABLE WIRELESS NETWORKING
7382,Computing Ed for 21st Century
7383,CAMEROON
7380,NAT CENTER FOR ECOLOG AN & SYN
7381,ECOSYSTEM SCIENCE CLUSTER
7386,NEPAL
7387,TUNISIA
7384,ETHIOPIA
7385,MOROCCO
5925,USSR
4862,
4863,
4860,
4861,
4864,
OTHR,OTHER RESEARCH OR EDUCATION
V005,
W139,
1937,ELECTROCHEM & SURFACE CHEMISTR
Z115,
H138,
7254,CYBER SECURITY ACT PROPOSALS
7255,GEOINFORMATICS
7256,
7257,APPLICATS OF ADVANCED TECHNOLS
7250,RESEARCH INITIATION & SUP
7251,EIN
7252,Perception, Action and Cognition
7253,NETWORK RESEARCH TESTBEDS
T251,
7258,RESEARCH IN TEACHING & LEARNIN
7259,AISL
5612,
1590,CIRE-LIKE ACTIVITIES
4489,
6855,INFORMATION & KNOWLEDGE MANAGE
6857,DIGITAL LIBRARIES AND ARCHIVES
6856,ARTIFICIAL INTELL & COGNIT SCI
2907,
6850,DIGITAL SOCIETY&TECHNOLOGIES
2905,
T814,
6859,HBCU-UP IMP
V310,
143E,Biomacro & micronano interfac
7131,GRADUATE FELLOWSHIPS FY71
7130,GRADUATE STUDENT SUPPORT
7133,GRADUATE TRAINEESHIPS
7135,GRAD TRAINING CATEGORICAL
7137,POSTDOCTORAL FELLOWSHIPS
X361,
CLIM,COLL FOR IMP CLIM SIMUL CAPABI
9191,SUPER COMPUTER RESEARCH
1256,MICHIGAN ST UNIV (CYCLO FACIL)
5313,PUBLIC SERVICE
5312,POLICY ANALYSIS
5311,PUBLIC POLICY & REGULATION
5310,CHEM & PROCESS ENG-APP RE
5317,GEOPHYSICAL & ENVIRONMENTAL AP
5316,BIOLOGICAL & ECOLOG APPL (PCM)
5315,APPL RES-PHY,MATH&ENGIN APLICA
5314,APPLIED PYSCHOLOGY
8804,SCIENCE & ENGINEERNG INDICATRS
X566,
1658,SOFTWARE
8807,HUMAN RESOURCES STATISTICS PGM
8800,SCIENCE RESOURCES STATISTICS
8801,SCIENCE & ENG ED & HUMAN RESRS
8802,RESEARCH & DEVELOPMENT STATIST
8803,SCIENCE & ENGINEERING PERSONNL
1652,HIGH END COMPUTATION AND INFRASTRUCTURE
1653,Adaptive & intelligent systems
1650,BIOLOGICAL OCEANOGRAPHY
8808,Veterans Research Supplements
1657,SOCIAL AND ECONOMIC IMPLICATIONS OF IT
1654,HUMAN COMPUTER INTERFACE
X568,
1986,UNDERGRADUATE PROGRAMS IN CHEM
9190,ALAN T.WATERMAN AD(COORD AGNCY
5689,
8208,SPRF-Broadening Participation
8209,SPRF-IBSS
8206,Formal Methods and Verification
T724,
8204,F.Y. 1974 PROJECTS
8205,OCE Postdoctoral Fellowships
8750,Bio & Comp Shared Princ (BCSP)
1984,MATERIALS SYNTHESIS & PROCESSN
8200,CONSOLIDATED WORKING FUND
165E,SBIR Phase IIB
7625,REAL
7624,CSUMS
7627,ETHNIC MINOR.-EXPER PROJ
7626,SCIENCE OF SCIENCE POLICY
7621,PHYSICS-BROADEN PARTICIPATION
7620,ENG Eval & Assessment Act
7623,BIOMATERIALS PROGRAM
7622,GEO-LSAMP LINKAGES
1982,BIOLOGICAL CHEMISTRY
3158,
7629,EXPERIMENTAL PROJ.--WOMEN
7628,STUDIES--WOMEN
2831,TECH. & SYSTEMS
2830,COMPUTER RESEARCH EQUIPMENT
5407,POLAR CYBERINFRASTRUCTURE
1437,HYDRAULICS,HYDROLOGY& WATER RE
1434,SOLID MECHANICS
1435,WATER RES, URBAN & ENVIRN
1432,FLUID MECHANICS PROGRAM
1433,INDUSTRIAL TECH PROGRAM
1430,MECHANICAL SCIENCES & ENG-RES.
1431,CIVIL & ENVIRONMENTAL TEC
M646,
1438,GENERAL HYDRAULICS & WATER RES
5408,
1382,OCEAN ACIDIFICATION
1730,SPECIAL PROGRAMS IN MATERIALS
1349,URBAN RSCH INITIATIVE PROPOSAL
Z335,
7947,NANOCOMPUTING
1348,KDI/NCC
4261,
3949,
1340,ENGINEERING EDUCATION
1345,KDI: OTHER
1346,KDI/KN
1347,KDI/LIS
133P,S&T in America's Reinvestment
X811,
1886,
9195,STATE SCIENCE, ENG & TECHNOLOG
3032,
7711,INTERNATIONAL POLAR YEAR
7710,PROGRAM RESERVE
7713,ACTIVATION
7712,ORGANIZATION
7715,BROADENING PARTICIPATION
7714,MODULATION
096E,High freq comm/sensing circuits
7716,MID-SIZE INFRASTRUCTURE
7719,DEL
7718,NEXT-GENERATION NETWORKED INFO
5540,EXPLOR.RES.&PROBLEM RES1U
5541,EVAL APPLICAT NEW TECHNOL
5546,PROB ASSESS. & EXPLOR.
L198,
5545,HUMAN SERVICES & THE LAW
1502,ELECTRONIC DEVICES
1503,OPTICAL COMMUNICATIONS SYSTEMS
1500,ENVIRONMENTAL SCIENCES-RESERVE
1501,MICROELECTROMECHANICAL RSCH
1506,THERMAL SYSTEMS - GENERAL
1507,INFOR DISSEM ACTIV FOR WOMEN & GIRLS
1504,GRANT OPP FOR ACAD LIA W/INDUS
1505,STTR PHASE I
3085,
3084,
9194,GRANTS WITH INFRASTRUCTURE
1509,RESEARCH ON HUMAN LANGUAGE TECHNOLOGY
S010,
3083,
8375,SHIP SCHEDULING DATABASE
8824,ANALYTICAL STUDIES
150E,Conduction/Diffusion
8665,
W098,
J450,
6524,
134P,iEdison Database
7409,ALGERIA
7408,KUWAIT
9196,NATURAL DISASTERS
7405,IRAQ
7404,MALAWI
7407,RSVP PLANNING
7406,UNITED ARAB EMIRATES (UAE)
7401,ANGOLA
7400,UNDERGRAD INSTRM & LAB IMPROVE
7402,ZAMBIA
W275,
070E,INTEG OF HUMAN & COGNITIVE
070P,CAREER EVALUATION
6620,DATA SYSTEMS
3191,
0625,
I403,
039F,OCEAN OBSERV INIT-CONSTRUCTION
I274,
098P,GBIF INTERNATIONAL DUES
038F,OCEAN OBSERVATORIES INIT O&M
038E,FOUNDATION ENGINEERING
3979,
3978,
L573,
L574,
0001,cld
036P,Facilities Workshop
056E,Multiphase flow
2532,
081E,NANO SCALE ASSEMBLY
036E,CIVIL INFRASTRUCTURE
036F,IRIS -OPERATIONS & MAINTENANCE
4715,COMPUTER SYSTEMS ARCHITECTURE
4710,DES AUTO FOR MICRO & NANO SYS
7662,SCIENCE EDUCATION ACTIVITIES
Y089,
4713,CWF FED EN AD 1081 75-29
6132,EGYPT-JT COMM PROJECTS(SCI RES
2339,
049P,SPECIAL INITIATIVES/OUTREACH
1597,VISUALIZATION
1596,WIRELESS INFORMATION TECHNOLOGY & NETWOR
6882,Environmental Chemical Science
049E,CHEMICAL PROCESS CONTROL
163E,SBIR Phase IB
9479,
1593,PRES AWDS FOR EXCELL IN SCI
3712,
1592,PROF OPPOR FOR WOMEN IN RSCH
7948,QUANTUM COMMUNICATION
9207,ASTA-COMPUTATIONAL TECHNIQUES
7900,TECH INNOVATION IN EDUC
5170,ANTARCT LOG SUP-OTHER FED AGEN
4472,
4474,
1970,ANALYTICAL & SURFACE CHEMISTRY
4908,
2488,
7435,IRIS
2487,
4675,
2482,
2483,
2480,
2481,
0636,
0634,
2248,
1110,CELLULAR & PHYSIOLOGICAL BIOSC
2241,
2242,
9270,UNDERGRAD ENGINEER CURRICULUM
7394,BOTSWANA
063E,POLLUTANT FORMATION & MITIGATN
7396,NEES RESEARCH
014E,NANOBIOTECH AND NANOTOXICOLOGY
7390,NETWORKING OF SENSOR SYSTEMS (NOSS)
7393,SENEGAL
9277,OTHER UNDERGRAD MINORITY PROGS
9278,HUMAN DIMENSIONS OF GLOBAL CHANGE
9279,STRATEGIC MANUFACTURING INITIA
5142,CONTRACT SUPPORT
7398,OCEAN OBSERVATORY SCI & TECH
5140,OPERATIONS SUPPORT PROGRAM
5141,RESEARCH SHIP SUPPORT
3258,
7957,COMMUNICATING SCIENCE BROADLY
1023,AD RESERVE
7220,ALT IN HIGHER ED - MAT
7438,HOMELAND SECURITY
5343,HUMAN NUTRITION
003P,BUSINESS GATEWAY
I144,
7954,SANDPIT
6317,
003E,BIOMECHANICAL ENGINEERING
7953,SOCIAL-COMPUTATIONAL SYSTEMS
2065,
V637,
7952,HECURA
7227,ITEST
V017,
1182,POP & COMMUNITY ECOL PROG
7226,HUMAN RESOURCES
I334,
V549,
1183,POPULATION INTERACTIONS
164E,SBIR Phase IIA
7229,MATHEMATICAL SCIENCES
3371,
5073,
3370,
7247,LOCAL & REG TEACHER DEVEL
7246,PHYSICS OF LIVING SYSTEMS
7245,PHYSICS GRID COMPUTING
7244,COMPUTATIONAL PHYSICS
7243,FUND RES TO ENHANCE NATIONAL SEC (FRENS)
7242,ECOLOGY OF INFECTIOUS DISEASES
7241,WATER CYCLE RESEARCH
7240,LIT SEC SCHL PROG MAT NL
3577,
3570,
7249,GLOBAL BIODIVERSITY INFO FACIL
7248,PROKARYOTIC MOLECULAR & CELL BIOLOGY
V125,
4494,
9162,MULTI DIVISION/UNIVERSITY
2660,
2661,
7958,SCIENCE MASTERS PROGRAM
7683,SOFTWARE DEVELOPEMENT FOR CI
kx48,
2936,
2930,
5326,BIOL & ECOLOGICAL APPLS-OTHER
5327,GEOPHYSICAL & ENVIRON APPLS-OT
5325,PHYS, MATH, & ENGIN-OTHER
5322,PUBLIC SERVICE DELIV -OTH
5323,INDST ORGN & MARKTS-OTHER
5320,REGULATION & POLICY ANALYSIS
5321,OTHER PUBLIC POLICY & REGULAT
1836,
7682,PAARE
1644,NETWK FOR ERTHQUKE ENG SIMULAT
1647,ANTARCTIC INSTRUM & SUPPORT
1646,PHYSICS FRONTIER CENTER
1641,TERASCALE COMPUTING SYSTEMS
1640,INFORMATION TECHNOLOGY RESEARC
1643,PARTICLE ASTROPHYSICS
J183,
1649,QUANTITATIVE ENVIRNMNTAL & INTEGRAT BIOL
1648,INITIATIVE ON SENSING AND IMAGING TECHNO
X392,
J184,
8816,Workforce Development
8815,Studies of Policy Sci Eng Tech
3259,
8812,Midscale Research Infrastruct
8811,Marine Microbial Ecology
8810,FUNDING OF SCIENCE & TECHNOLOG
8819,Forensic Science
6670,
X953,
X950,
Z946,
151E,Tsunami Research
8210,Intl Bio Postdoc Res Fellowshp
8213,IBSS
8212,Broaden Particip STEM Resrch
8215,Special Track in STEP: G10K+
8214,ECCO
T757,
7651,OTHER COLLABORATIONS
7652,SCIENCE OF DESIGN
1167,MULTIDISCIPLINARY BIOTECHNOLOGY
7654,WIRELESS NETWORK
7655,ITR-CreativeIT
7656,SYMBIOSIS DEF & SELF RECOG
7657,Integrative Ecologi Physiology
7658,PROCESSES STRUCS & INTEGRITY
7659,ANIMAL BEHAVIOR
2800,COMPUTER & COMPUTAT RESEAR-RES
2801,EMBEDDED & HYBRID SYSTEMS(EHS)
6490,
1420,ENGINEERING ENERGITICS
5430,SHIPBOARD SUPP EQUIPMENT & INS
1425,SOIL DYNAMICS & EARTH STRUCTUR
1427,DYNAMIC STRUCTURAL ANALYSIS
1426,GROUND MOTION & TSUNAMIS
1429,ARCHITECTURE AND PLANNING
1428,DYNAMIC STRUCURAL EXPERIMENTAT
3366,
1163,RSRCH STARTER GRANTS IN BIOSCI
3360,
3361,
1204,PARTICLE ASTROPHYSICS
8073,NSF-Census Research Network
135E,EXPLOSIVES & THRTS EXP LARGE
8105,NPGI PostDoc Rsrch Fellowship
4272,
1359,RES EXP FOR TEACHERS(RET)-SITE
1358,CHILD LEARNING AND DEVELOPMENT
8100,DARPA-ROBOTICS & MACHINE INTEL
1353,Hist & Philosophy of SET
1352,GEOGRAPHY AND SPATIAL SCIENCES
1351,SPECIAL PROJECTS
1350,BBS-INT COUNC OF SCIE UNS
1357,URBAN RSCH INITIATIVE-OPP FUND
1356,INTEGRATED RSCH CHALL IN ENVIO
1355,EGC EDUCATIONAL ACTIVITIES
1169,RECOG AWDS FOR INTEG OF R&E
5555,SOLAR CONVERSION 1
5554,PHOTOVOLTAIC CONVERSION
5557,OCEAN THERMAL 1
5556,WIND ENERGY CONVERSION
142E,Multi-sens probes & platforms
5550,ENERGY RES.&TECHNOLOGY 1
5553,THERMAL CONVERSION 1
5552,HEATING&COOLING BUILDIN1S
1202,DIVERSITY IN THE SCIENTIFIC WORKFORCE
5559,ENERGY SYSTEMS
5558,GEOTHERMAL ENERGY
1519,INTEGRATIVE SYSTEMS
1518,CONTROL, NETWORKS, & COMP INTE
1515,AGEP
1517,ELECT, PHOTONICS, & MAG DEVICE
1516,RESOURCES & INFRASTRUCTURE
1510,ALL-OPTICAL NETWORK AND COMMUNICATIONS
1513,REGIONAL INST-GLOBAL CHNGE,ATM
5526,MGT OF RURAL URBAN ENVIR
082P,CAREER OUTREACH MTGS/WRKSHPS
055F,LSST - CONCEPT & DEVELOPMENT
055E,Particle science and technology
5883,
J421,
8565,Deep Biosphere
5880,
8560,ARC-SEES
J429,
082F,DUSEL PRELIMINARY DESIGN
082E,MFG MACHINES & METROLOGY
0722,HEALTH SERVICES UNIT
L525,
7478,DYNAMICAL SYSTEMS
7479,Biomechanics & Mechanobiology
3181,
3182,
083F,ADV LIGO CONSTRUCTION
7471,DEVELOPMENTAL BIOLOGY CLUSTER
7472,BEHAVIORAL SYSTEMS CLUSTER
7473,FUNCTIONAL & REGULATORY SYS CL
7474,ENVIRON & STRUCTURAL SYS CL
7475,HEC CORE FACILITIES
7476,ETF
7477,CI-TEAM
W263,
3109,
3060,
MX48,
CVIS,CIVIL INFRASTRUCTURE
7504,NSF-INTERNAT COOP IN MATERIALS RES-OTHER
7505,BAHRAIN
7506,BENIN
7507,BURKINA FASO
7501,NSF-Europe Cooperation in Materials Res
7502,NSF-Americas Coop in Materials Research
7503,International Materials Institutes (IMI)
3984,
3987,
095P,
060E,BIO-TRANSPORT & FLUID MECH
3228,
6125,PAKISTAN (SCIENTIFIC RESEARCH)
6124,INDIA (SCIENTIFIC RESEARCH)
6127,TUNISIA
6126,POLAND
6120,SCIENTIFIC RESEARCH
HPCC,HIGH PERFORMANCE COMPUTING & COMM
6122,ARAB REPUBLIC OF EGYPT(SCI RES
9295,MATERIALS SYNTHS & PRCES/MULTI
1447,MATERIALS ENGINEERING
0734,
0730,
4700,MICROELECT INFO PROCESS SYS-RE
004P,GEOSPATIAL LoB
1445,DYNAMICS & CONTROL
1112,Genetic Mechanisms
1443,FLUID DYNAMICS
3579,
004E,BIOMEDICAL ENG AND DIAGNOSTICS
1114,Cellular Dynamics and Function
3760,
3562,
3764,
1117,CELLULAR PHYSIOLOGY
3563,
7481,DYNAMIC DATA DRIVEN APPL SYSTS
1440,ENVIRONMENTAL ENGINEERING
3560,
1560,ARCTIC CONTAMINANTS
073E,OPTIMIZATION & DECISION MAKING
267,DATA NOT AVAILABLE
1561,STRATIGRAPHY & PALEON,SPC PRJT
I203,
3756,
1562,ENVIRONMENTAL GEOSCIENCES,SP P
1563,CRUSTAL STRUC & TECTONICS,SP P
3564,
2491,
1564,SEISMOLOGY & DEEP EARTH,SP PRJ
V802,
4644,
1565,EXPER & THEORET GEOPHYS,SP PRJ
Y745,
0601,
1566,PETROG & MIN RES,SPEC PRJ
0605,
0608,
0609,
2251,
2195,
9263,COMPUTATIONAL SCIENCE & ENGING
9262,CREATIVY AWARDS FOR UNDGR STUD
9261,RESRCH ASSIST-MINORITY H.S. ST
9260,FASED
9267,INSTRUMENTATION & LAB IMPROVE.
9266,PRIVATE SECTOR PARTNERSHIPS PR
9265,MATERIALS PROCESSING INITIATIV
9264,RESEARCH INITIATION AWARD
5151,POLAR/SBIR FUNDS
5150,ANTARCTIC LOGISTIC SUPPORT-DOD
9269,UNDERGRAD CALCULUS CURRICULUM
9268,UNDERGRAD FACULTY ENHANCEMENT
4091,NETWORK INFRASTRUCTURE
2479,
X764,
I153,
111E,CENTERS: EMERGING TECHNOLOGY
3244,
I159,
3227,
2786,
4804,
2783,
2782,
2789,
2788,
2073,
2072,
4108,
6300,ENGY RELATED RESRCH INFOR
4098,EXPRES
V577,
V579,
H412,
X492,
Z139,
2210,
7413,CAR SEC TCHR TRNG PRO LC
7273,ENVIRONMENTAL RESEARCH & EDUCA
V974,
7271,TEACHER PROFESSIONAL CONTINUUM
7276,APPROACHES TO COMBAT TERRORISM
7277,SCIENCE OF LEARN CTR-CATALYSTS
7274,HUMAN LANGUAGE & COMMUNICATION
7275,CROSS-EF ACTIVITIES
3500,
3501,
3502,
3503,
3504,
3505,
3506,
3507,
2670,
8551,
2675,
2674,
2679,
N519,
J436,
2929,
9611,
9275,PARALLEL COMPUTING THEORY
6835,KNOWLEDGE & DATABASE SYSTEMS
X085,
6894,ITR EXPEDITIONS
2920,
1127,EVOLUTIONARY PROCESSES CLUSTER
2901,
7697,INSTRUMENTATION
8055,SEES Fellows
5337,ALTERNATIVE FOOD SYSTEMS
5338,RESOURCE SYSTEMS-NON-FOOD
118E,GRADUATE EDUCATION
2906,
1630,MECHANICS OF MATERIALS
1631,CIVIL INFRASTRUCTURE SYSTEMS
1632,CONTROL SYSTEMS
1633,MATERIALS AND SURFACE ENG
1634,GEOMECHANICS & GEOMATERIALS
1635,STRUCTURAL MATERIALS AND MECH
1636,GEOTECHNICAL ENGINEERING
1637,HAZARD MIT & STRUCTURAL ENG
1638,INFRAST MGMT & EXTREME EVENTS
1639,SENSORS AND SENSING SYSTEMS
I208,
3218,
3219,
1988,CHEMISTRY FELLOWSHIPS
8822,LOCAL GOVERNMENT
8823,COMMUNITY TECHNOLOGY INITIATIV
8820,INTERGOVERNMENTAL PROGRAM
8821,STATE EXECUTIVE GOVERNMNT
8826,SCIENCE & TECHNOLOGY RESOURCES
BIOT,BIOTECHNOLOGY
8825,STATE LEGISLATIVE GOVERNMENT
X543,
2815,COMPUTER SYSTEMS DESIGN
2814,SOFTWARE SYSTEMS
2816,INTERAGENCY EDUCATION RESEARCH INITIATIV
2811,THEORETICAL COMPUTER SCIENCE
2810,COMPUTER RESEARCH
011p,
7691,PetaApps
7643,ENVIRONMENTAL SUSTAINABILITY
7642,VIRTUAL ORGANIZATIONS
7641,INT'L RES & EDU IN ENGINEERING
7640,CPATH
7647,DR-K12 RESOURCES AND TOOLS
7646,DR-K12 APPLIED RESEARCH
7645,DISCOVERY RESEARCH K-12
7644,ENERGY FOR SUSTAINABILITY
3175,
3174,
8541,
H307,
1188,SYNAPTIC MECHANISMS
1189,MAJOR RESEARCH INSTRUMENTATION
1186,CENTRAL NEURAL PROCESSING
1187,PECASE- eligible
1184,INTEGRATIVE & THEORETC ECOLOGY
1185,SENSORY SYSTEMS
5421,REGIO INST-GLOBAL CHANGE, OCE
5420,OCEANOGRAPHIC TECHNOLOGY PROGM
1180,HUMAN COGNITION & PERCEPTION
1181,ECOSYSTEM STUDIES
1748,H-1B K-12 PARTNERSHIPS
1744,TRIBAL COLLEGE & UNIVERS PROGR
1745,NAT'L HIGH MAGNETIC FIELD LABO
1746,DISTINGUISHED TEACHING SCHOLAR
1747,MATERIALS RESEARCH GRPS PROGRM
1740,MATERIALS RESEARCH LABORATORIS
1741,EARTHSCOPE SCIENCE
1743,NATIONAL FACILITIES
1164,MOLECULAR BIOPHYSICS
9133,ALLIANCES-MINORITY PARTICIPAT.
1166,MOLECULAR BIOCHEMISTRY
136E,Chemical Separation Processes
1160,IBN ANIMAL BEHAVIOR
1161,NEUROBIOLO OF LEARNING & MEMOR
1162,COMPUTATIONAL NEUROSCIENCE
9132,RES CAREERS FOR MINOR SCHOLARS
8178,
4244,
3309,
1168,METABOLIC BIOCHEMISTRY
9131,CENTERS FOR RSCH EXCELL IN S&T
7581,ITR-DYNAMIC DATA DRIV APP SYS
5520,TECHNOLOGICAL OPPOPTUNITY
5521,WEATHER MODIFICATION
5522,POLLUTANT ANALYSIS
5523,COMMUNITY WATER MANAGEMENT
5524,COASTAL ZONE MANAGEMENT
5525,LAND USE POLICY
136P,Audit of Raytheon Contract
5527,CHEMICAL THREATS TO MAN & ENVI
5528,ENVIRON EFFECTS OF ENERGY
7922,COURSEWARE
9136,MINOR RES INITIAT (MRI)-PLAN G
3197,
7920,APPLICATIONS & COURSEWARE
116E,RESEARCH EXP FOR UNDERGRADS
9134,PHYSICS EDUC & INTERDISCIP RES
094E,Optoelectronic devices
H247,
094F,ATST-CONSTRUCTION
1568,EXP & THEOR GEOCHEM,SP PR
017p,
1299,MILLIMETER ARRAY (ALMA)
5020,
1292,ATOMIC & MOLECULAR STRUCTURE
1293,LIGO, OPERATIONS & ADVANC R&D
1290,OPTICAL PHYSICS
1291,ATOMIC & MOLECULAR DYNAMICS
1296,SOUTH POLE STATION MODERNIZATI
1297,SCI & TECH CTRS (INTEG PTRS)
1294,OPPORTUNITY SEED FUNDS
1295,PARTICLE ASTROPHYSICS
8398,Hydrocarbon Conversion
8399,Energy Storage or Transmission
2424,
8396,Clean Energy Technology
8397,Hydrogen Storage or Generation
8390,NSF SCIENCE WEEK ACTIVITIES
156E,Auto-Reconfig Eng Sys (ARES)
129E,CENTERS: MANUFACTURING & PROC
8552,
8553,
8550,
1710,CONDENSED MATTER PHYSICS
8008,Intl Collabrtn in Chemistry
8009,Scientifc Software Integration
8004,Software Institutes
8005,Scientific Software Elements
8006,MPS-Life Science Interface
8007,BioMaPS
8000,SCIENCE RESOURCES STUDIES
8001,CRI-OA
8002,CISE Research Resources
8003,Research Initiation Grants BIO
6546,
8203,F.Y. 1973 PROJECTS
7749,EXPLORATORY NETWORKING (XPLR)
116P,Sci & Innovation Initiative
4390,
1201,EXPERIMENTAL PROJECTS FOR WOMEN & GIRLS
5630,SEABED ASSESMENT
6548,
1366,BIOCOMPLEXITY
1367,DDOP-WIRELESS TECH & INFO NETW
ENVI,ENVIRONMENT
7468,INSTR RES AND INSTR DEVEL FOR BIO RES
1362,LARGE HADRON COLLIDER
1363,CHE EDUCATION CENTERS
1360,HUMAN RESOURCES DEVELOPMENT
7463,RADIUS
7462,DEVELOPING COUNTRY COLL IN PLANT GEN RES
7461,TECH CHALLENGES IN ORG ELETRONICS, PHOTO
1369,DECIS MAKING & VAL FOR ENVIRON
7467,MULTI-USER EQUIPMENT (MUE)
7465,NANOSCALE BIO CORE
7464,FORWARD FUNDING RESOURCES